"Compound Name" Mass RT K-1 K-10 K-11 K-12 K-13 K-14 K-15 K-16 K-17 K-18 K-19 K-2 K-20 K-21 K-22 K-23 K-24 K-25 K-26 K-27 K-28 K-29 K-3 K-30 K-4 K-5 K-6 K-7 K-8 K-9 12V0a 13V0 14V0 15V0 16V0 10V0 17V0 11V0 18V0 19V0 20V0 22V0 23V0 24V0 26V0 12V0B 27V0 28V0 29V0 30V0 32V0 25V0 33V0 34V0 35V0 39V0 38V0 36V0 40V0 QC_1 QC_10 QC_11 QC_12 QC_2 QC_3 QC_4 QC_5 QC_6 QC_7 QC_8 QC_9 ...75 "K - controls"
1509.9608@5.71 1509.9608 5.71 80485.7366 51692.44861 77590.11594 85316.37264 63900.92214 64436.06482 77589.67137 67286.65413 68599.09794 75449.11889 59110.05008 75344.91155 66129.87342 51370.45736 78354.04997 64879.77885 74351.03786 61563.23708 71207.06149 63730.6585 86188.06986 73356.14305 65176.11639 67505.3451 82568.13447 64349.7497 80605.95163 60975.95746 75177.38456 77629.83074 76336.04351 61096.98027 61754.9405 51304.66281 70068.98996 56579.92433 63248.36174 75676.67508 63557.06991 73311.94323 74120.83577 71757.37016 75706.4981 74534.01608 54047.93423 85630.61857 77892.07338 81998.98287 72771.89773 79387.60053 85465.67765 70374.46916 71461.46865 64645.657 61059.90855 65437.04896 60059.12508 63391.90282 81200.42439 73779.01538 73486.32758 70994.81996 74796.27703 73165.88534 74551.89319 72988.77789 73302.46281 74698.43331 67295.71776 68953.94359 70443.13459 NA NA
1523.9446@5.71 1523.9446 5.71 114885.3816 51561.56268 105906.1381 135362.8689 78163.23041 92091.05025 114053.3929 91295.05613 71169.54262 106964.7656 66050.62613 91151.47722 76474.31388 70430.03309 89428.11928 72895.42294 115775.5951 74488.91887 95899.20943 90333.11905 106505.7224 117804.7628 89680.35812 87410.50271 107104.6131 96279.88548 103163.3287 85172.01287 90675.42496 99978.0021 108084.0659 76080.71947 61633.2117 55114.72048 88669.73138 67584.83038 81754.9612 100043.1736 80828.55399 105522.5933 101419.1826 96653.22188 92411.72429 99841.89962 54171.0907 121541.9818 98478.72857 125363.528 113379.8514 109149.9835 146377.8365 101404.43030000001 86633.40772 80119.66146 56417.51012 78648.31915 76837.68255 66369.90285 115743.1196 90987.34485 83738.80355 95548.0326 87316.8436 92040.91664 89462.20656 96834.8801 95147.22788 93589.40756 85806.80389 81779.59751 92358.5273 NA NA
1531.0997@9.82 1531.0997 9.82 38781.44483 0 27857.10579 37743.21066 50906.55687 27286.37431 30361.9124 51752.71266 63968.53159 40276.15386 39353.49038 0 27591.17091 32738.35398 36553.2983 0 0 48998.89298 24882.14219 46531.38654 68454.78655 0 63506.1386 21135.11008 0 35607.0955 32712.36758 60273.03228 35806.25924 77748.31446 73004.87144 0 43824.71097 0 51169.83237 49872.58889 37720.75688 40597.33946 37780.70643 0 46724.56853 65834.88148 81604.70782 47417.0653 21763.34932 58268.81438 27228.36742 45156.54361 73877.237 26358.72624 25733.99355 48599.5081 0 72464.84516 0 0 104499.8814 61010.21264 23961.06431 51922.63845 49148.67534 0 45884.59246 53288.91027 49978.25692 0 45305.53054 49548.85017 55423.57979 46008.7886 62748.83702 NA NA
1537.1122@9.81 1537.1122 9.81 486839.8192 480919.4818 506752.5901 432399.665 488870.4183 502292.9031 468026.9655 469369.2312 484518.7398 442724.8974 448554.1156 525412.5483 499965.4068 497646.646 527954.7874 494819.4433 448382.3875 346503.81 482774.6609 450561.1025 517749.319 416380.251 457954.8594 513498.9253 301639.6268 456703.5578 480357.9033 343117.3636 495155.7389 356084.4818 452727.9166 446607.0858 452251.0812 422126.1637 443726.4984 485016.1879 525232.3432 476192.8954 488208.8664 325264.9266 471059.3436 502490.0223 411776.9462 453231.5485 487078.2306 507481.3832 495756.62 467321.6437 482635.83 513372.7227 188188.6587 411102.4762 475646.2534 407090.3227 475437.1404 485114.9521 381288.5823 467059.2712 515826.7118 484540.9621 521088.7901 495962.3826 432554.0915 502950.0509 504936.8918 445547.4267 229748.4997 496268.7107 507856.6789 526496.0704 506256.3851 NA NA
1538.915@5.71 1538.915 5.71 172087.3779 100923.7092 178904.9591 198843.8604 135335.5659 152008.6653 184448.0845 160653.8816 152199.5682 176994.5868 143822.2279 169882.0155 143729.4107 116276.0607 171739.8748 131796.9169 181592.1652 128206.913 163272.3006 161851.4933 182129.6937 190939.0703 145507.3541 162174.1387 180493.2069 155386.7909 193785.8337 148793.6497 165143.691 172363.5863 201456.6227 135130.4229 131905.1058 101839.2731 161007.2542 124814.3475 144746.7428 164926.8278 131035.8826 168671.3376 178612.7733 166139.0757 163857.973 169330.284 124447.3124 206587.8571 187963.2334 201591.7081 174333.7084 185692.2701 204143.6781 181367.7528 176986.0541 144003.7384 119849.104 144993.9387 137393.0915 143328.7925 191915.0538 169016.7519 167010.2186 164628.6356 173299.6402 171176.4136 164780.9781 159885.0811 170106.3622 168949.9636 161810.3039 173099.6691 166728.1939 NA NA
1541.9214@5.71 1541.9214 5.71 220085.8642 106758.9764 217019.2023 275516.817 157974.0853 184791.7942 225646.7547 188599.6619 167131.7861 223743.6075 153236.7367 202245.7308 161645.2148 126214.6068 196128.519 145159.5988 223957.7362 151065.0074 184790.1062 180090.4684 241838.301 231487.5619 176573.3815 199130.8849 230790.2633 180938.1029 238382.1736 157565.8375 202652.4375 199010.3718 233406.7713 148665.9914 134501.962 110689.8113 177363.1558 131948.1895 159308.8077 192694.757 143274.1084 206061.6216 218606.8108 210644.3132 198716.4849 208933.5558 124711.2599 262121.309 224950.0309 244992.3502 216319.1791 224640.4304 279118.7292 207460.7943 201565.3508 162071.3216 131252.9117 167958.0652 156357.9157 152053.7692 246816.3835 195638.0953 194783.2889 200932.0645 196605.5141 196125.6437 197039.149 192206.7659 195135.1958 191746.0098 185985.1014 196840.9654 195231.8022 NA NA
1557.0808@9.69 1557.0808 9.69 39599.26676 37537.0038 36481.94666 46677.3022 42475.31319 36673.09093 15027.25515 31086.25311 40352.8317 31407.83229 36853.19133 38866.5549 25546.97339 35176.57421 23376.21396 46132.3883 41931.91404 44901.3912 40934.88386 36215.64259 16684.69121 31094.25595 39000.26553 40950.53993 49963.69428 37284.67186 39646.35676 45200.80513 38224.47983 42444.44132 55199.89349 40476.2352 25263.93846 34022.21692 47895.05221 30634.94206 28988.93275 41388.94936 39654.15886 45012.32608 42390.1694 11993.23812 52844.71751 52872.24462 41998.92134 47921.43346 46822.43013 61945.40517 43420.61782 33604.42851 57015.79873 44813.01219 39089.45948 49921.14106 12356.55872 57424.73705 6126.753702 49125.41711 48444.06187 48620.33037 17540.47378 45989.47344 12081.61226 46444.53406 47726.395 20243.14717 15426.06832 41438.98307 25044.6263 56905.28391 43600.14092 NA NA
1560.9821@8.84 1560.9821 8.84 150457.4739 147521.6434 142161.2204 144309.334 138651.2241 137301.4514 147559.3244 140320.4055 122087.0248 139087.3554 148648.2233 116104.6077 131261.3395 128354.0677 154354.5349 155457.6347 146289.6867 151037.7934 142020.2145 152009.8507 135122.9713 126298.6276 145202.0037 172452.6214 155657.4655 141623.1899 149841.7217 156709.9538 141723.8041 141748.3541 140092.54 149885.3506 115317.6778 108245.9401 137646.0573 128865.9515 146315.4568 149361.1952 150446.4432 145037.3695 140801.7157 131495.3506 139483.5115 143443.5292 120404.7856 143615.5658 142484.7503 136018.867 147170.6083 135838.1154 154124.8177 142318.8088 151824.3844 122880.2176 127376.6421 133868.556 123914.5158 122633.2369 151802.0229 135248.9136 142196.7188 144191.8125 138008.0613 133229.4954 142193.8905 128824.3818 143107.285 132823.883 141060.4385 133164.5142 134553.7301 NA NA
1573.0493@9.81 1573.0493 9.81 359450.2857 545726.9173 183594.5569 217366.2313 285425.8676 259000.3788 202831.6137 118395.4882 159578.2119 250182.8293 489124.6504 45406.49812 113976.8373 413533.809 545110.5973 184819.7809 213693.2358 72544.03895 168725.494 331744.4357 219008.4061 214668.8772 230009.9355 440007.1238 232182.1879 33985.73004 440536.6628 287001.5492 326496.035 231269.7092 301574.804 360247.7239 511630.3671 193845.9809 345053.0462 224601.6646 278060.7512 244664.7225 195453.3078 200633.8216 63961.5506 324813.6286 344875.0263 355632.9647 496676.7435 265560.238 106753.6453 315320.6097 226582.2466 193694.2994 0 161185.2327 373211.1044 279900.8633 214153.0036 147831.0903 141578.5351 116393.0879 42591.06008 330793.2143 241849.3009 352884.5382 224998.3398 191353.2847 365603.799 194214.2266 204188.7065 220817.8996 58613.27913 230285.6184 183035.8957 NA NA
1579.9704@5.5 1579.9704 5.5 55279.47244 18395.40181 87028.57101 103428.0066 22209.687859999998 37194.91565 68820.08926 15303.39302 21928.44895 68187.37722 24924.81339 70200.83008 61530.561 18996.22959 54639.28528 44008.51615 76441.94365 34626.1484 37441.69034 11269.05464 75088.01148 54664.69526 44800.52587 58197.5048 97830.09004 68010.53792 35773.87729 27231.02875 37719.86159 62210.06436 78654.57364 45761.36376 39261.43741 8545.446035 16265.47793 32997.70222 63721.93255 43371.45287 39139.09549 57146.27573 76364.63046 42303.58827 45009.0218 30231.9487 5527.758139 96497.15748 42834.89319 81414.78377 60022.51072 69972.70082 86727.7824 38921.3062 29149.66019 23491.53771 15500.12355 20154.96411 26811.80247 17307.79026 34262.40691 46769.34404 42359.4331 45952.07808 44324.65754 39721.40168 41905.3374 41271.46252 43872.48249 52928.26364 44577.66859 44666.67294 44951.14162 NA NA
1581.079@9.17 1581.079 9.17 239791.0238 85702.35345 129835.275 107983.3208 94891.593 100331.3173 94585.99906 170377.187 124207.974 86179.68512 39377.40734 42739.25967 60432.53728 40555.89623 96747.40695 189574.4458 75091.02845 73155.8669 100997.26 177599.3312 39291.41814 269127.7168 312426.0222 204533.8366 236963.2758 184639.7608 351687.7945 221373.2418 93241.57089 99811.24134 193558.0592 58546.01941 29973.64628 29213.26362 60877.96492 63747.88889 81345.92383 0 184335.2381 158191.2866 41039.35947 182140.0248 109805.9013 98111.10169 12366.32357 42993.72189 94275.98217 254439.7919 134190.9407 147143.3609 88613.20918 62754.89169 128264.1998 71672.27318 168460.3079 377789.0971 149817.5661 68596.31919 169616.0327 69934.51815 19653.28146 65321.25425 75839.79513 168973.8141 102410.759 60235.49442 66023.31482 74086.59163 181335.8466 85372.529 38475.77544 NA NA
1585.1236@9.63 1585.1236 9.63 431073.3878 172957.2593 162343.6115 584481.6676 243877.1455 540414.4895 547507.7804 375725.3345 258240.8292 225710.7624 354315.9881 114507.6386 399715.6253 290973.8209 246713.0395 437709.1271 206903.8321 152092.3035 462241.9323 578249.9241 186643.5429 618572.0979 843360.2073 412479.2548 402496.6719 503830.2241 732857.7935 606316.7849 519134.4775 483267.3126 264072.4324 185900.0457 124832.6845 186542.8698 179724.4088 142252.4473 244458.9718 284744.6485 201810.7222 218422.8616 355975.9354 333080.6343 425199.209 344754.6776 197709.557 354061.7928 293692.8308 372412.4414 381264.1238 293837.8741 450414.2448 213829.0983 618575.5859 381931.7436 252735.7073 942804.7156 733803.7331 165835.5334 340415.228 455695.9498 449850.7934 213156.5436 443810.4462 288289.0404 260952.7499 438573.4569 490551.5289 542294.8946 505605.3551 181643.1263 500527.3646 NA NA
1586.0174@5.87 1586.0174 5.87 13852.90569 0 32531.8124 92357.56833 2567.858069 5904.217666 28697.52222 0 6234.946612 28814.74374 5315.480577 28341.50307 4604.262936 2625.17798 34687.40269 9240.653178 46576.39685 2930.162514 12095.42638 3455.775536 46140.20789 39480.50526 21590.86321 21793.17964 52162.83536 39389.9851 17899.78048 6880.629495 11305.79263 16014.07692 55481.3203 9095.223739 10141.90777 0 6742.772313 2601.497118 4251.587287 21197.72735 6937.781499 17817.36545 37022.44865 6255.716831 24847.91211 12567.6332 0 62531.60644 29146.0723 67940.42085 21727.29447 21763.67949 70586.40247 20941.16734 5327.777922 7807.838514 2684.292158 4382.074632 7262.729196 3872.535134 9652.443629 14802.45992 13141.54885 15503.87154 14273.63812 14762.59643 14762.60178 15417.57519 14119.55209 22344.64406 16275.80108 10006.94298 12455.65835 NA NA
1588.1202@9.72 1588.1202 9.72 49239.1907 55586.06344 37277.81209 52343.08527 49922.5275 47466.99425 53574.21879 53833.56329 56658.76508 46158.8558 61265.53318 40010.73097 44588.21274 55496.49661 32654.75704 51388.956 41105.02747 41211.76135 48392.84848 51209.13688 44470.78146 49647.99127 40334.16043 52342.62861 46716.31785 33796.17514 52808.66426 53516.75059 66239.72243 48214.66048 55097.88985 46109.86369 62494.73695 62559.11682 28218.94449 36810.63958 37735.87602 38299.62366 29947.18778 46208.47803 31712.216230000002 47185.64457 59393.63587 45445.8914 46964.52194 48367.14764 31923.18445 47103.22005 35144.42796 26925.19539 35061.80197 36040.19666 50827.49468 49163.29383 49040.73406 55010.49114 117414.3697 50047.43291 21545.50862 55195.07135 59678.46456 50067.36212 55463.60187 49829.69449 50046.36406 34356.32101 50518.01058 37256.6576 51031.83925 9528.578899 64611.47089 NA NA
1591.1515@10.45 1591.1515 10.45 52700.90978 69685.31549 64656.92579 57698.03231 70009.46097 66884.62836 60085.53817 72467.90598 78438.20563 67378.17944 80384.75081 66025.65552 58576.26416 73888.74095 74392.6736 57040.04425 65583.94422 67422.63146 68666.75526 67984.98595 75176.6826 68281.84534 60230.37056 67607.52473 70238.29763 67695.3237 80524.92764 65296.60233 69763.43731 67501.29766 69619.91084 66782.58164 74771.47999 52341.18997 71856.22122 68675.89167 63792.82227 62813.4028 60933.60164 49338.57441 65062.00042 48933.26237 76266.22682 72894.53538 60787.64089 70202.66232 65997.47601 56712.32061 67412.84144 62061.38125 61166.80237 70247.0731 64421.57979 73422.43542 73327.52625 63451.70513 73071.98799 63410.34038 78902.65632 67720.36074 78125.80384 68534.22803 76747.36062 70078.18729 73216.56533 61390.4538 70541.36083 71310.94674 73311.28266 77334.50956 72453.96894 NA NA
1592.0668@6.31 1592.0668 6.31 96343.46735 4069.937889 97247.91538 144081.3657 33839.74524 41332.48449 107865.1125 5388.291061 17421.66593 66829.4855 25869.15743 54903.52977 21198.68968 19008.66638 29439.6546 21743.76886 84517.03207 18344.55737 65424.37248 61946.37395 80245.75617 109317.8414 27859.157329999998 64625.83786 113841.9212 91281.52807 84915.54511 22168.23277 55257.76529 60680.85715 109791.7213 21293.4259 16346.85398 4037.775777 37377.15745 11480.61405 23891.97566 18020.61796 7156.607528 82451.87625 101332.0087 7189.104152 48312.23521 48232.09096 8058.217418 131534.6555 52316.7499 88615.3261 69666.89709 40374.09938 180922.1372 90348.70259 51261.66905 16176.86701 13015.26056 20236.32974 18942.89372 19497.48939 58073.94605 52297.66327 47744.37797 52643.86364 50422.87655 48855.75585 46546.98168 52385.70442 54644.44916 63470.2852 52277.09856 47871.3156 49343.14806 NA NA
1593.2084@10.62 1593.2084 10.62 440931.6508 359970.7392 352269.6159 198498.25 404671.9138 121391.5196 430373.4969 0 132429.4558 465032.6281 292083.7016 213851.1033 194545.4441 172154.8649 220886.2674 306071.1926 411825.8769 396833.1836 95301.66862 376840.8703 144395.0682 0 203005.4997 240186.4454 490682.5466 0 392021.7625 261604.4663 333584.4126 100290.4208 153516.7348 0 176783.4325 134043.3987 0 354707.1003 393425.7368 473810.7972 322739.4602 384813.2656 67710.36036 118379.6674 333456.0309 254253.0917 156474.1232 430408.5479 327668.3528 193899.5135 423160.7688 179541.36 440408.5027 54408.7213 392483.5413 0 171675.4051 147382.3549 0 177643.109 328538.5733 328363.6905 136231.5802 154805.8114 144665.3978 154967.8694 185605.1197 352515.3388 174676.3006 362834.0357 382322.1629 400174.1931 289324.262 NA NA
1615.0173@9.16 1615.0173 9.16 49035.0438 94640.41063 51716.51837 124902.0352 66085.14855 100489.3868 80094.96458 101355.2314 64617.32514 64574.72096 40291.47082 0 19880.17552 46295.93809 84443.1061 102420.2556 52469.85982 59895.34764 68281.33031 132543.1439 39865.78562 179927.8432 216358.3683 54722.73665 94840.75418 20455.96613 186011.1602 203585.817 94167.97243 107279.4771 21510.50774 59117.69017 31809.85679 17483.31046 48827.33413 45529.96765 26299.87173 42265.17754 91666.99634 32298.22192 55452.90142 67907.00614 58016.47114 121602.7395 13626.26814 45072.10872 110904.7054 116824.5009 153887.9969 69820.96014 75592.73522 93155.37618 135704.4124 45652.50483 38683.49226 289972.7612 68976.9074 40057.80114 86951.93274 80464.8037 85656.62307 77312.99597 66737.12383 69908.08274 63344.85178 64578.56455 74728.92765 77082.70199 70033.98426 60950.39271 75394.27197 NA NA
1619.0452@9.65 1619.0452 9.65 283866.291 270476.1801 238525.5646 220024.4709 204887.0787 252503.4733 293949.8831 352905.9419 284585.2611 260224.331 312669.9935 239124.0031 215835.9637 261400.4094 303446.3905 218367.61 277922.0973 269189.1394 237086.2806 248415.0012 233126.6595 275329.6395 272716.3253 259194.3573 280847.9468 266983.2802 279910.4259 230055.7611 243858.2689 216502.519 299374.3326 263075.6746 306767.4285 263506.3771 254483.2444 236226.9614 209772.9171 220004.1675 225828.8419 226988.3964 267085.2296 280382.6839 309061.1864 287648.4636 204661.6784 235542.8626 228732.7569 228595.9507 241560.174 196447.6874 238947.4436 277193.0754 232424.6382 237790.5026 286796.5914 234575.0523 346396.7317 232318.5132 278987.7669 286483.7792 252796.226 258292.421 249718.5586 244405.5962 256981.646 232457.3473 247069.8059 273341.3996 234194.2038 269255.0993 240940.1205 NA NA
1621.0531@9.65 1621.0531 9.65 203880.9729 332709.3805 251967.8014 200012.5924 225204.6364 291960.5031 353809.7706 317253.6935 278536.0805 220193.1234 314154.8403 201036.0841 216772.0406 274443.94 237781.0342 191752.3727 318299.4104 223555.041 215195.9232 332600.708 221554.297 241613.2708 241008.3903 224949.7645 253913.1758 239027.9949 277553.2779 231237.2679 245049.9014 179355.8014 217327.4552 287032.4433 295881.3399 302746.0512 259642.5476 238505.2777 197999.7527 161349.6566 335564.5169 211369.2764 259635.2767 224645.5632 290745.0157 233677.3827 249204.6286 221299.0369 290903.0364 231559.9155 229594.5603 217244.8199 238862.2853 282592.7679 199181.5238 181495.6768 227985.1428 191390.6504 310284.9494 221813.7994 229201.1453 249487.6325 219522.9108 253999.5883 236225.1466 261838.5023 237497.0357 250830.0425 180381.2621 238669.6723 203205.3198 219421.4566 315097.7962 NA NA
1625.9598@5.51 1625.9598 5.51 42119.29434 19092.83784 53859.62055 63071.10441 20346.26503 24827.27029 55772.05329 20405.09316 21663.73569 47252.64635 28330.28438 45965.80659 37934.22973 16135.37318 46499.46527 29359.80626 63852.60531 28289.98164 31535.2672 14198.5719 51679.06309 46340.77704 31428.95515 43973.24234 61858.26482 56245.59613 38482.40649 27287.58218 39317.76539 43759.76909 58092.03392 39095.26054 41747.20015 7136.425891 17545.52219 25120.17021 38258.12399 33482.80018 29355.08098 40403.72049 55978.62 35248.81658 53021.76555 33204.23339 4116.026866 58609.33289 31370.12125 53166.37259 44264.75827 46460.14632 63609.30871 37198.17915 24869.6718 22432.58932 13506.29873 17943.20145 41740.20893 15316.14652 31396.23016 34290.86697 36123.91429 43168.33048 40725.74216 39881.37971 34349.56744 41036.0251 37870.31981 44238.19348 39606.72751 36461.10974 41185.60708 NA NA
1626.0159@6.31 1626.0159 6.31 72956.31831 5298.551212 67476.67065 109067.8769 30845.53758 39693.30935 83597.25358 8134.851761 19541.18236 54905.72946 27689.62878 45601.85399 21383.66037 19136.51257 32696.43869 22789.50657 66111.19859 19476.32187 53183.90361 47269.17354 60967.70356 79549.10404 26212.50015 51956.00685 86172.18583 64877.05625 72684.26477 23478.18552 48375.44516 50048.46588 83117.64669 18623.96557 21942.6145 4768.295614 30612.89554 13967.42736 25429.68252 19250.27595 11663.64676 64017.54281 77513.7757 8254.973046 39597.55551 44080.58149 11993.16818 93075.18343 40214.8221 68429.45805 57235.64668 38153.27059 147684.4257 71833.6274 39667.29714 19656.42566 15422.34103 21137.98445 22627.04269 22402.2582 51428.56695 39449.24428 44911.783409999996 40243.62669 40810.39002 43045.15219 39407.98923 44854.54199 42651.24828 44799.74529 39352.08162 42374.03523 38519.67094 NA NA
